,2010 Census Tract,Wht%,Blc%,Ind%,Asn%,Mix%,His%,20002001_0-4,20002001_5-9,20002001_10-14,20012002_0-4,20012002_5-9,20012002_10-14,20022003_0-4,20022003_5-9,20022003_10-14,20032004_0-4,20032004_5-9,20032004_10-14,20042005_0-4,20042005_5-9,20042005_10-14,20052006_0-4,20052006_5-9,20052006_10-14,20062007_0-4,20062007_5-9,20062007_10-14,20072008_0-4,20072008_5-9,20072008_10-14,20082009_0-4,20082009_5-9,20082009_10-14,20092010_0-4,20092010_5-9,20092010_10-14,20102011_0-4,20102011_5-9,20102011_10-14,20112012_0-4,20112012_5-9,20112012_10-14,20122013_0-4,20122013_5-9,20122013_10-14,20132014_0-4,20132014_5-9,20132014_10-14,20142015_0-4,20142015_5-9,20142015_10-14,20152016_0-4,20152016_5-9,20152016_10-14,20162017_0-4,20162017_5-9,20162017_10-14,20172018_0-4,20172018_5-9,20172018_10-14
50,136.0,0.6176470588235294,0.003676470588235294,0.0012254901960784314,0.11029411764705882,0.04411764705882353,0.2193627450980392,17,6,49,5,-6,2,4,-6,-2,9,-5,-2,3,-2,-5,-7,7,1,-4,-9,-9,4,9,-4,2.0,3.0,-12.0,-28.0,-24.0,-3.0,2,4,5,2,3,4,1,2,5,2,3,5,1,4,4,1,0,0,1,2,0,1,0,0
51,138.0,0.6629422718808193,0.0111731843575419,0.00186219739292365,0.09683426443202979,0.024208566108007448,0.19925512104283055,6,2,-1,5,-4,1,3,-4,-1,6,-2,-1,4,-3,-3,-6,4,0,-4,-5,-6,4,5,-3,1.0,2.0,-8.0,-21.0,-16.0,-3.0,1,2,3,1,2,4,2,3,2,1,2,3,2,2,4,0,1,0,0,0,-1,1,0,0
52,140.0,0.7485380116959064,0.008771929824561403,0.0,0.09649122807017543,0.02631578947368421,0.11988304093567251,-31,18,40,2,-4,1,1,-2,-2,3,-2,-1,2,-1,-3,-3,3,0,-2,-5,-5,1,5,-2,2.0,1.0,-6.0,-11.0,-10.0,-1.0,1,1,2,0,2,3,1,2,2,1,0,3,0,2,3,1,0,-1,0,1,0,0,0,0
53,142.0,0.589041095890411,0.02054794520547945,0.003424657534246575,0.13184931506849315,0.0410958904109589,0.2089041095890411,0,-2,43,4,-4,2,3,-4,-2,7,-3,-2,3,-2,-3,-6,4,0,-3,-6,-7,3,7,-3,2.0,0.0,-9.0,-23.0,-16.0,-3.0,2,3,3,1,2,4,1,1,3,2,3,4,1,2,3,0,0,0,1,1,0,1,0,0
54,148.0,0.7899543378995434,0.0,0.0,0.1004566210045662,0.0091324200913242,0.1004566210045662,-3,21,7,2,-2,1,1,-2,-1,2,-2,0,1,-1,-2,-2,2,1,-1,-3,-3,1,2,-1,1.0,1.0,-2.0,-7.0,-7.0,-1.0,0,1,1,0,1,2,1,2,1,0,0,0,1,2,1,0,-1,0,0,1,0,1,0,0
55,150.0,0.7,0.0,0.0,0.1793103448275862,0.020689655172413793,0.1,6,21,59,3,-3,1,1,-3,-2,2,-1,-1,2,-1,-1,-3,2,-1,-1,-3,-3,1,3,-3,1.0,1.0,-3.0,-10.0,-8.0,-1.0,0,1,2,1,2,2,1,1,2,1,1,1,0,1,3,1,1,-1,0,-1,0,0,1,-1
56,152.0,0.6159420289855072,0.0024154589371980675,0.0,0.18115942028985507,0.04589371980676329,0.15217391304347827,138,133,121,3,-3,0,2,-4,-1,5,-2,-1,2,-2,-3,-4,4,1,-3,-5,-4,3,5,-3,1.0,2.0,-5.0,-16.0,-13.0,-1.0,1,2,2,1,2,3,1,2,1,1,1,3,1,2,2,1,1,0,0,0,0,0,0,0
57,160.0,0.48014018691588783,0.035046728971962614,0.0011682242990654205,0.21378504672897197,0.028037383177570093,0.2324766355140187,-41,-51,47,6,-5,2,4,-7,-2,8,-4,-2,4,-2,-4,-7,6,1,-5,-8,-10,4,10,-4,3.0,2.0,-14.0,-29.0,-26.0,-3.0,2,4,5,2,3,5,2,4,5,1,3,5,1,3,5,2,1,-1,0,1,1,1,1,-1
58,162.0,0.5363636363636364,0.05757575757575758,0.0,0.11818181818181818,0.05757575757575758,0.21212121212121213,42,17,3,3,-3,1,2,-2,-1,5,-2,-1,1,-2,-2,-4,4,1,-1,-4,-4,2,4,-2,1.0,1.0,-3.0,-14.0,-10.0,-1.0,1,1,1,1,1,2,0,2,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0
59,164.0,0.24242424242424243,0.2222222222222222,0.010101010101010102,0.050505050505050504,0.0707070707070707,0.3939393939393939,-22,-44,-53,4,-2,1,1,-2,-1,5,-2,0,2,-1,-1,-4,4,1,-2,-2,-2,2,4,-1,1.0,0.0,-3.0,-14.0,-8.0,0.0,1,1,1,1,1,2,0,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0
60,166.0,0.8675324675324675,0.0,0.0025974025974025974,0.05194805194805195,0.01818181818181818,0.05974025974025974,80,118,142,2,-3,2,1,-4,-2,3,-1,-1,1,-2,-3,-2,2,-1,-2,-4,-6,1,4,-2,1.0,1.0,-6.0,-9.0,-11.0,-2.0,0,2,3,1,1,2,1,2,3,1,1,2,0,1,3,0,1,-1,0,0,1,1,0,0
61,168.0,0.5747126436781609,0.0,0.0038314176245210726,0.2796934865900383,0.01532567049808429,0.11494252873563218,-12,50,46,2,-3,1,0,-4,-1,3,-1,-1,0,-1,-2,-2,2,0,0,-4,-3,1,4,-3,0.0,2.0,-3.0,-7.0,-10.0,-1.0,0,1,2,0,2,2,1,1,1,0,1,2,2,2,1,-1,0,0,0,1,0,0,-1,0
62,170.0,0.45816186556927296,0.00411522633744856,0.0027434842249657062,0.4101508916323731,0.019204389574759947,0.1056241426611797,21,40,130,5,-6,2,3,-5,-2,7,-4,-3,4,-3,-5,-6,6,1,-4,-7,-10,3,7,-4,2.0,3.0,-11.0,-24.0,-19.0,-2.0,2,3,5,1,2,5,1,4,5,2,2,5,1,3,5,1,1,-1,0,0,0,1,1,-1
63,172.0,0.4065573770491803,0.004918032786885246,0.0,0.4081967213114754,0.029508196721311476,0.14918032786885246,-14,2,56,4,-5,3,2,-5,-3,5,-2,-2,3,-3,-5,-5,4,0,-3,-6,-8,3,6,-4,2.0,4.0,-9.0,-18.0,-17.0,-3.0,1,2,4,1,2,5,1,3,3,1,2,5,2,2,3,-1,0,0,1,1,0,1,1,1
64,174.0,0.47989276139410186,0.0,0.002680965147453083,0.3699731903485255,0.01876675603217158,0.128686327077748,9,11,33,2,-2,1,1,-3,-2,5,-3,-1,1,0,-2,-3,2,0,-2,-3,-5,2,4,-3,1.0,1.0,-4.0,-13.0,-10.0,-2.0,1,1,2,0,2,3,2,1,3,0,2,1,1,1,3,1,1,1,0,0,-1,0,0,0
65,176.0,0.40425531914893614,0.014184397163120567,0.0,0.33569739952718675,0.026004728132387706,0.2198581560283688,5,43,-1,3,-4,1,3,-4,-1,5,-2,-1,2,-2,-2,-4,4,0,-3,-5,-4,2,5,-2,1.0,2.0,-6.0,-15.0,-14.0,-1.0,1,2,2,1,2,2,0,2,2,2,1,3,0,3,2,1,0,-1,0,0,1,1,0,-1
66,178.0,0.3272425249169435,0.0049833887043189366,0.0,0.4053156146179402,0.024916943521594685,0.23255813953488372,45,29,7,4,-5,2,3,-4,-2,6,-3,-1,4,-2,-3,-6,4,0,-4,-7,-7,4,7,-3,2.0,2.0,-8.0,-23.0,-18.0,-3.0,1,3,4,2,2,3,2,2,4,0,4,3,2,2,4,0,0,-1,1,1,0,0,1,0
67,180.0,0.3489010989010989,0.0013736263736263737,0.0013736263736263737,0.3557692307692308,0.017857142857142856,0.2733516483516483,36,67,97,5,-7,2,3,-5,-2,7,-4,-2,2,-2,-4,-6,5,-1,-3,-7,-8,4,8,-5,1.0,3.0,-11.0,-23.0,-22.0,-3.0,2,3,4,1,3,6,1,3,4,2,2,5,1,4,4,0,0,0,1,1,0,0,1,0
68,182.0,0.24635332252836303,0.004862236628849271,0.0,0.5899513776337115,0.022690437601296597,0.13452188006482982,44,28,-4,4,-4,1,3,-4,-1,7,-3,-2,3,-2,-4,-5,4,0,-5,-6,-7,4,6,-4,2.0,2.0,-10.0,-22.0,-16.0,-3.0,2,2,4,1,2,4,1,2,4,1,3,4,2,2,4,0,0,-1,1,1,0,1,0,0
69,184.0,0.5400516795865633,0.0,0.0,0.3875968992248062,0.020671834625323,0.04909560723514212,-30,32,53,2,-3,1,1,-3,-2,3,-2,-2,2,0,-3,-3,2,0,-2,-4,-6,2,4,-3,1.0,2.0,-5.0,-10.0,-11.0,-3.0,0,2,3,1,1,3,0,1,3,1,2,2,1,1,3,1,1,1,0,0,-1,0,0,0
70,186.0,0.40397350993377484,0.011037527593818985,0.0,0.48123620309050774,0.013245033112582781,0.08830022075055188,7,45,30,2,-4,1,2,-4,-1,5,-2,-2,2,-2,-3,-4,3,0,-3,-5,-5,3,6,-3,1.0,3.0,-5.0,-13.0,-15.0,-2.0,1,2,3,1,2,2,1,2,3,0,2,3,1,2,2,0,0,1,1,1,-1,0,1,0
71,188.0,0.4461839530332681,0.0,0.0,0.37573385518590996,0.003913894324853229,0.16829745596868884,27,-15,30,4,-3,1,2,-3,-2,6,-4,-1,3,-1,-2,-5,3,0,-3,-4,-5,3,4,-4,2.0,3.0,-5.0,-19.0,-14.0,-2.0,1,1,3,1,3,2,1,2,3,2,1,2,1,2,4,0,0,-1,0,2,0,1,-1,0
72,190.0,0.2591206735266604,0.005612722170252572,0.0009354536950420954,0.3882132834424696,0.01777362020579981,0.3208606173994387,-16,26,59,7,-9,4,5,-8,-3,11,-5,-3,5,-3,-6,-10,7,0,-5,-11,-13,5,13,-4,2.0,4.0,-16.0,-35.0,-33.0,-5.0,3,5,6,2,4,7,2,3,6,2,5,6,2,4,6,1,2,0,1,0,0,1,2,0
73,192.0,0.6225026288117771,0.006309148264984227,0.0,0.19978969505783387,0.02103049421661409,0.14300736067297581,70,69,118,7,-7,3,5,-6,-2,12,-6,-1,4,-2,-5,-10,6,-1,-5,-8,-7,5,11,-6,3.0,6.0,-10.0,-36.0,-29.0,-3.0,2,4,5,2,3,5,2,4,5,2,3,5,3,4,4,1,2,1,0,1,0,1,1,0
74,194.0,0.1902587519025875,0.0015220700152207,0.0,0.5799086757990868,0.0228310502283105,0.1963470319634703,8,26,51,4,-4,2,3,-5,-2,9,-3,-1,3,-1,-3,-7,3,0,-4,-6,-8,4,7,-3,2.0,3.0,-9.0,-25.0,-19.0,-3.0,2,2,3,1,3,5,1,3,3,2,2,4,2,3,4,0,0,0,1,1,0,1,1,-1
75,196.0,0.31425364758698093,0.003367003367003367,0.0,0.4163860830527497,0.012345679012345678,0.25252525252525254,73,73,23,6,-7,2,5,-8,-2,11,-5,-2,5,-3,-4,-9,7,0,-6,-11,-8,5,12,-5,3.0,4.0,-10.0,-35.0,-30.0,-3.0,2,4,5,3,4,4,1,4,4,3,4,4,2,4,5,1,2,-1,1,0,1,0,2,0
76,198.0,0.5198776758409785,0.0,0.0,0.21712538226299694,0.012232415902140673,0.24770642201834864,-23,26,14,1,-3,1,2,-3,-1,2,-2,-1,1,-1,-3,-2,2,1,-1,-3,-5,2,3,-2,0.0,2.0,-5.0,-9.0,-11.0,-1.0,0,1,2,1,2,2,0,1,2,1,2,2,1,2,2,0,-1,0,1,1,0,-1,0,0
77,200.0,0.5211538461538462,0.0,0.0038461538461538464,0.24807692307692308,0.009615384615384616,0.21346153846153845,48,60,39,3,-4,1,3,-4,-1,5,-3,-1,3,-2,-3,-5,4,0,-3,-5,-4,4,6,-3,0.0,2.0,-6.0,-18.0,-16.0,-2.0,2,3,3,1,2,2,1,1,3,1,3,2,1,2,3,1,0,0,-1,1,0,1,1,0
78,202.0,0.6605263157894737,0.002631578947368421,0.0,0.21842105263157896,0.015789473684210527,0.1,8,40,4,3,-3,1,2,-4,-1,4,-2,-1,1,-2,-2,-3,3,-1,-2,-5,-4,2,5,-1,0.0,3.0,-5.0,-12.0,-13.0,-1.0,1,2,2,0,2,2,1,1,2,1,2,2,0,1,3,1,1,0,1,1,-1,0,-1,0
79,204.0,0.7396449704142012,0.0,0.0029585798816568047,0.1301775147928994,0.008875739644970414,0.11834319526627218,-37,-26,26,2,-3,1,2,-2,-2,3,-3,-1,2,-1,-2,-4,3,-1,-1,-4,-5,2,3,-2,0.0,2.0,-4.0,-10.0,-9.0,-2.0,0,1,3,1,1,1,0,2,3,1,1,3,1,2,1,0,-1,0,1,1,0,0,0,0
80,206.0,0.6560509554140127,0.0,0.0,0.14861995753715498,0.01910828025477707,0.1762208067940552,10,11,20,3,-4,1,3,-3,-2,4,-3,-1,2,-1,-2,-3,3,-1,-3,-5,-5,2,5,-3,1.0,2.0,-6.0,-15.0,-14.0,-2.0,1,2,3,1,2,3,1,1,3,1,3,2,1,2,3,0,0,-1,1,0,0,0,1,0
81,207.0,0.42679127725856697,0.29127725856697817,0.0,0.029595015576323987,0.1059190031152648,0.12461059190031153,24,-24,-88,6,-5,1,4,-5,-1,10,-3,-1,4,-2,-2,-8,7,2,-5,-8,-6,5,8,-1,2.0,0.0,-9.0,-31.0,-19.0,-1.0,2,3,3,2,3,2,2,3,3,2,3,3,2,2,2,0,1,0,1,0,0,0,0,0
82,208.0,0.2894308943089431,0.0,0.0,0.5430894308943089,0.027642276422764227,0.13658536585365855,22,51,16,4,-5,2,2,-5,-2,6,-4,-1,3,-2,-4,-6,4,0,-3,-6,-7,3,7,-4,2.0,3.0,-7.0,-19.0,-19.0,-3.0,1,2,3,1,3,4,1,3,3,1,1,4,1,4,4,2,0,0,-1,1,-1,2,1,-1
83,210.0,0.30963302752293576,0.0045871559633027525,0.0,0.5561926605504587,0.005733944954128441,0.12041284403669725,56,97,101,6,-7,2,3,-8,-2,10,-4,-3,3,-3,-4,-7,7,-1,-5,-10,-8,5,10,-5,2.0,3.0,-11.0,-29.0,-27.0,-3.0,2,4,5,2,3,4,1,4,5,2,4,4,2,3,5,0,1,0,1,1,0,1,1,0
84,212.0,0.17759562841530055,0.004553734061930784,0.0,0.668488160291439,0.017304189435336976,0.1302367941712204,59,138,157,8,-9,4,4,-9,-4,10,-5,-2,6,-3,-5,-10,8,0,-6,-11,-12,5,13,-6,3.0,5.0,-14.0,-34.0,-35.0,-4.0,2,4,6,2,5,6,2,5,6,2,4,6,2,4,7,1,2,0,2,2,-1,0,1,0
85,214.0,0.6509803921568628,0.0,0.0,0.27712418300653596,0.011764705882352941,0.05751633986928104,111,82,44,6,-5,3,4,-5,-2,10,-5,0,4,-1,-4,-9,5,0,-4,-6,-6,5,8,-3,3.0,4.0,-10.0,-32.0,-23.0,-1.0,2,3,4,2,3,3,2,3,4,1,4,3,2,2,4,2,2,1,0,0,-1,1,1,0
86,216.0,0.8962371721778791,0.002280501710376283,0.0,0.06727480045610035,0.007411630558722919,0.026795895096921322,143,133,121,13,-13,6,8,-12,-3,21,-9,-4,8,-5,-9,-18,14,1,-10,-14,-13,11,21,-9,4.0,10.0,-21.0,-64.0,-50.0,-2.0,3,7,9,4,6,9,4,7,10,4,7,8,5,7,9,1,2,1,2,3,0,1,2,0
87,218.0,0.9215205395462907,0.001226241569589209,0.0018393623543838135,0.020846106683016553,0.001226241569589209,0.05334150827713059,117,35,53,13,-11,5,9,-11,-3,21,-8,-3,10,-5,-8,-19,11,1,-11,-11,-12,11,18,-8,6.0,7.0,-19.0,-69.0,-45.0,-4.0,4,6,8,4,6,8,4,6,8,5,7,8,4,5,9,2,2,-1,2,2,1,1,3,0
88,220.0,0.914161008729389,0.0033947623666343357,0.00048496605237633366,0.03297769156159069,0.004364694471387003,0.04267701260911736,201,206,162,18,-14,7,10,-14,-4,29,-11,-3,13,-5,-8,-25,15,-1,-14,-15,-13,14,23,-10,7.0,10.0,-23.0,-90.0,-61.0,-4.0,5,8,9,6,8,11,5,9,9,6,9,10,5,7,9,2,4,0,3,2,1,3,3,0
89,221.0,0.023931623931623933,0.7572649572649572,0.0,0.015384615384615385,0.037606837606837605,0.15555555555555556,-118,-158,-77,4,-5,2,3,-4,0,7,-2,-1,2,-2,-3,-5,6,1,-4,-7,-8,4,8,-3,1.0,0.0,-10.0,-20.0,-19.0,-4.0,1,3,4,1,2,3,2,2,4,1,2,4,1,3,4,1,0,-1,0,1,0,0,1,0
90,222.0,0.908234126984127,0.001488095238095238,0.0,0.015873015873015872,0.00496031746031746,0.06746031746031746,207,168,37,18,-15,5,11,-14,-3,27,-12,-4,13,-6,-8,-25,16,1,-13,-15,-13,13,23,-9,7.0,11.0,-21.0,-88.0,-61.0,-3.0,6,8,9,5,9,9,5,8,9,5,9,9,6,9,9,2,2,1,3,3,-1,2,3,1
91,228.0,0.6523076923076923,0.006923076923076923,0.004615384615384616,0.18461538461538463,0.023076923076923078,0.12538461538461537,-34,57,46,8,-10,5,6,-9,-1,14,-6,-2,7,-3,-6,-13,10,0,-7,-11,-10,8,17,-6,3.0,6.0,-17.0,-46.0,-41.0,-3.0,3,5,6,3,6,7,3,5,8,2,5,6,3,5,6,1,2,1,1,2,0,2,2,0
92,230.0,0.7976791120080726,0.008072653884964682,0.0005045408678102926,0.03834510595358224,0.01160443995963673,0.1437941473259334,182,147,95,16,-15,7,11,-12,-3,26,-10,-4,11,-5,-7,-23,16,1,-13,-14,-14,14,23,-8,6.0,8.0,-25.0,-83.0,-57.0,-3.0,5,7,9,5,8,10,5,8,10,5,8,8,5,7,10,2,3,1,2,3,0,3,3,0
93,232.0,0.9084507042253521,0.0019561815336463224,0.0,0.044209702660406885,0.006651017214397496,0.03834115805946792,181,154,-33,20,-18,8,13,-18,-4,35,-13,-5,14,-8,-11,-28,20,1,-17,-19,-17,16,30,-12,8.0,12.0,-27.0,-106.0,-73.0,-3.0,7,10,12,6,10,12,6,11,12,7,10,12,6,10,12,3,3,1,2,4,0,3,4,0
94,234.0,0.9795062878435026,0.0018630647414997672,0.0,0.002328830926874709,0.004191895668374476,0.009315323707498836,330,148,79,23,-14,5,15,-13,-3,37,-11,-4,16,-6,-7,-32,16,1,-18,-15,-12,18,22,-9,9.0,7.0,-21.0,-116.0,-59.0,-4.0,7,9,8,7,8,9,7,8,9,7,9,9,8,8,8,3,2,0,2,3,1,3,3,0
95,236.0,0.9469530907496712,0.00131521262604121,0.0017536168347216134,0.03814116615519509,0.00394563787812363,0.006137658921525646,440,199,38,27,-15,6,17,-16,-3,44,-12,-4,18,-6,-6,-37,19,2,-22,-16,-10,21,23,-8,11.0,6.0,-20.0,-137.0,-67.0,-4.0,8,10,8,9,10,7,8,9,8,8,10,8,9,9,7,3,3,1,3,3,-1,4,2,1
96,238.0,0.9717237629146275,0.0,0.0,0.0032626427406199023,0.004350190320826536,0.02011963023382273,184,147,64,18,-13,4,12,-13,-2,30,-9,-3,13,-6,-8,-26,14,1,-15,-15,-11,16,19,-8,7.0,7.0,-18.0,-94.0,-53.0,-5.0,6,7,7,5,8,9,6,8,7,6,7,8,5,9,8,3,1,-1,3,2,1,1,2,-1
97,240.0,0.9576365663322185,0.002787068004459309,0.0,0.011148272017837236,0.0039018952062430325,0.024526198439241916,308,195,-14,19,-13,4,12,-12,-3,31,-10,-3,13,-6,-6,-26,16,1,-16,-14,-11,16,19,-7,6.0,3.0,-21.0,-95.0,-51.0,-2.0,6,8,8,6,8,7,5,8,8,7,7,7,5,8,8,2,2,0,3,1,-1,3,2,0
98,242.0,0.9306157849089333,0.0,0.0,0.028620988725065046,0.0008673026886383347,0.0398959236773634,56,107,10,9,-8,4,6,-8,-1,14,-5,-3,7,-5,-5,-13,8,-1,-7,-9,-9,8,13,-5,3.0,7.0,-14.0,-46.0,-36.0,-4.0,2,5,6,3,5,6,3,4,6,3,4,6,3,5,5,1,1,1,1,2,0,2,2,0
99,244.0,0.8390438247011952,0.0007968127490039841,0.0,0.07808764940239044,0.004780876494023904,0.07410358565737052,165,154,136,10,-9,4,5,-9,-2,16,-7,-2,7,-3,-6,-14,10,1,-8,-10,-10,9,15,-7,3.0,7.0,-15.0,-48.0,-39.0,-2.0,3,6,6,3,5,7,3,6,6,2,5,7,4,5,7,1,1,-1,1,2,1,1,2,0
100,246.0,0.7000964320154291,0.006750241080038573,0.0019286403085824494,0.20250723240115717,0.003857280617164899,0.08389585342333655,176,169,156,8,-8,3,5,-8,-3,13,-6,-2,6,-4,-5,-12,9,1,-6,-9,-9,7,12,-5,3.0,5.0,-13.0,-41.0,-31.0,-1.0,3,4,5,2,5,5,2,4,5,2,4,6,3,5,5,1,1,0,1,2,0,1,0,-1
101,248.0,0.51875,0.0046875,0.0,0.3609375,0.00625,0.109375,58,60,82,5,-5,2,3,-5,-2,8,-3,-2,3,-2,-4,-6,5,1,-4,-6,-8,4,7,-3,1.0,2.0,-9.0,-24.0,-19.0,-3.0,1,2,4,2,3,3,1,2,5,2,3,3,1,3,4,1,1,0,1,0,0,0,1,0
102,250.0,0.13714285714285715,0.011428571428571429,0.0,0.6657142857142857,0.011428571428571429,0.1742857142857143,14,11,14,2,-2,1,2,-3,-1,4,-3,-2,2,0,-1,-4,2,0,-1,-4,-4,1,4,-2,2.0,2.0,-6.0,-13.0,-11.0,-1.0,1,2,2,1,1,2,0,1,2,1,2,2,1,0,2,0,1,0,0,1,0,0,0,0
103,252.0,0.3567567567567568,0.005405405405405406,0.0,0.4227027027027027,0.018378378378378378,0.19567567567567568,23,46,-10,7,-6,2,5,-9,-2,11,-4,-2,5,-4,-5,-9,7,0,-6,-10,-10,6,10,-4,2.0,4.0,-10.0,-35.0,-29.0,-4.0,2,4,4,2,4,5,2,4,4,2,3,5,3,4,5,1,1,0,1,1,0,0,1,-1
